1005 0
1006 0
1007 0
1008 0
1009 0
1010 0
1011 0
1012 1
1013 1
1014 1
1015 1
1016 2
1017 2
1018 2
1019 2
1020 2
1021 2
1022 2
1023 2
1024 2
1025 2
1026 2
1027 3
1028 3
1029 3
1030 3
1031 3
1032 3
1033 3
1034 3
1035 3
1036 3
1037 3
1038 4
1039 4
1040 4
1041 4
1042 4
1043 4
1044 4
1045 4
1046 4
1047 4
1048 4
1049 4
1050 4
1051 4
1052 4
1053 5
1054 5
1055 5
1056 5
1057 5
1058 5
1059 5
1060 5
1061 5
1062 5
1063 5
1064 5
1065 5
1066 5
1067 5
1068 5
1069 5
1070 5
1071 6
1072 6
1073 6
1074 6
1075 6
1076 6
1077 6
1078 6
1079 6
1080 6
1081 6
1082 6
1083 6
1084 6
1085 6
1086 6
1087 6
1088 6
1089 6
1090 7
1091 7
1092 7
1093 7
1094 7
1095 7
1096 7
1097 7
1098 7
1099 7
1100 7
1101 7
1102 7
1103 8
1104 8
1105 8
1106 8
1107 8
1108 8
1109 8
1110 8
1111 8
1112 8
1113 8
1114 8
1115 8
1116 8
1117 8
1118 8
1119 8
1120 8
1121 8
1122 9
1123 9
1124 9
1125 9
1126 9
1127 10
1128 10
1129 10
1130 10
1131 10
1132 11
1133 11
1134 11
1135 11
1136 11
1137 11
1138 11
1139 11
1140 11
1141 11
1142 11
1143 11
1144 11
1145 11
1146 11
1147 11
1148 11
1149 11
1150 11
1151 11
1152 11
1153 11
1154 11
1155 11
1156 11
1157 11
1158 11
1159 11
1160 11
1161 12
1162 12
1163 12
1164 13
1165 13
1166 13
1167 13
1168 13
1169 13
1170 13
1171 13
1172 13
1173 13
1174 13
1175 13
1176 13
1177 13
1178 13
1179 13
1180 14
1181 15
1182 15
1183 15
1184 15
1185 15
1186 15
1187 15
1188 16
1189 16
1190 16
1191 16
1192 16
1193 16
1194 16
1195 16
1196 16
1197 16
1198 16
1199 16
1200 16
1201 16
1202 16
1203 16
1204 16
1205 16
1206 16
1207 16
1208 17
1209 17
1210 17
1211 17
1212 17
1213 17
1214 17
1215 17
1216 17
1217 17
1218 17
1219 17
1220 17
1221 17
1222 17
1223 17
1224 17
1225 17
1226 17
1227 17
1228 17
1229 17
1230 17
1231 17
1232 17
1233 17
1234 17
1235 18
1236 18
1237 18
1238 18
1239 18
1240 18
1241 18
1242 18
1243 18
1244 18
1245 18
1246 18
1247 19
1248 19
1249 19
1250 19
1251 19
1252 19
1253 19
1254 19
1255 19
1256 19
1257 19
1258 19
1259 19
1260 19
1261 19
1262 19
1263 19
1264 19
1265 19
1266 19
1267 19
1268 19
1269 19
1270 19
1271 19
1272 19
1273 19
1274 19
1275 19
1276 19
1277 19
1278 19
1279 19
1280 19
1281 19
1282 19
1283 19
1284 19
1285 19
1286 19
1287 20
1288 20
1289 20
1290 20
1291 20
1292 20
1293 20
1294 20
1295 20
1296 20
1297 20
1298 21
1299 21
1300 21
1301 21
1302 21
1303 21
1304 21
1305 22
1306 22
1307 22
1308 22
1309 22
1310 22
1311 22
1312 22
1313 22
1314 22
1315 22
1316 22
1317 22
1318 22
1319 22
1320 22
1321 22
1322 22
1323 22
1324 22
1325 23
1326 23
1327 23
1328 23
1329 23
1330 23
1331 23
1332 23
1333 23
1334 23
1335 23
1336 23
1337 23
1338 23
1339 23
1340 23
1341 23
1342 23
1343 23
1344 23
1345 23
1346 23
1347 23
1348 23
1349 23
1350 23
1351 23
1352 23
1353 23
1354 23
1355 23
1356 23
1357 23
1358 23
1359 24
1360 24
1361 24
1362 24
1363 24
1364 24
1365 24
1366 24
1367 24
1368 24
1369 24
1370 24
1371 24
1372 24
1373 24
1374 24
1375 24
1376 24
1377 24
1378 24
1379 24
1380 24
1381 24
1382 24
1383 24
1384 24
1385 24
1386 24
1387 24
1388 24
1389 24
1390 24
1391 24
1392 24
1393 24
1394 25
1395 25
1396 25
1397 25
1398 25
1399 25
1400 25
1401 25
1402 25
1403 25
1404 25
1405 25
1406 25
1407 25
1408 25
1409 25
1410 25
1411 25
1412 25
1413 25
1414 25
1415 25
1416 25
1417 25
1418 25
1419 25
1420 25
1421 25
1422 25
1423 25
1424 25
1425 25
1426 25
1427 25
1428 26
1429 26
1430 26
1431 26
1432 26
1433 26
1434 26
1435 26
1436 26
1437 26
1438 26
1439 26
1440 26
1441 26
1442 26
1443 27
1444 27
1445 27
1446 27
1447 27
1448 27
1449 27
1450 27
1451 27
1452 27
1453 27
1454 27
1455 27
1456 27
1457 27
1458 27
1459 27
1460 27
1461 27
1462 27
1463 27
1464 27
1465 27
1466 27
1467 27
1468 27
1469 28
1470 28
1471 28
1472 28
1473 28
1474 28
1475 28
1476 28
1477 28
1478 28
1479 28
1480 28
1481 28
1482 28
1483 28
1484 28
1485 28
1486 28
1487 28
1488 28
1489 28
1490 28
1491 28
1492 28
1493 28
1494 28
1495 28
1496 29
1497 29
1498 29
1499 29
1500 29
1501 29
1502 29
1503 29
1504 29
1505 29
1506 29
1507 29
1508 29
1509 29
1510 29
1511 29
1512 29
1513 29
1514 29
1515 29
1516 29
1517 29
1518 29
1519 29
1520 29
1521 29
1522 29
1523 29
1524 29
1525 29
1526 29
1527 29
1528 29
1529 30
1530 30
1531 30
1532 30
1533 30
1534 30
1535 30
1536 30
1537 30
1538 30
1539 30
1540 30
1541 30
1542 30
1543 30
1544 30
1545 30
1546 30
1547 30
1548 30
1549 30
1550 30
1551 30
1552 30
1553 30
1554 30
1555 30
1556 31
1557 31
1558 31
1559 31
1560 31
1561 31
1562 31
1563 31
1564 31
1565 31
1566 31
1567 31
1568 31
1569 31
1570 31
1571 31
1572 31
1573 31
1574 31
1575 31
1576 31
1577 31
1578 31
1579 31
1580 31
1581 31
1582 31
1583 31
1584 32
1585 32
1586 32
1587 32
1588 32
1589 32
1590 32
1591 32
1592 32
1593 32
1594 32
1595 33
1596 33
1597 33
1598 33
1599 33
1600 33
1601 33
1602 33
1603 33
1604 33
1605 33
1606 33
1607 33
1608 33
1609 33
1610 33
1611 33
1612 33
